precio,m2,ambientes,dormitorios,baños,cocheras,es_a_refaccionar,tiene_quincho,m2_construidos_final,pileta_m2_real,tiene_jardin,estado_desc,tiene_vista_mar,es_cercano_mar,gas_natural,losa_radiante,porcentaje_cubierto,es_ph_loft,estilo_antiguedad,tipo_detectado,barrio_detectado,m2_no_construidos,es_lujosa_hardware,ratio_bano_dormitorio,factor_parque,tiene_seguridad,es_moderna_estrenar,dependencia_servicio,doble_vidrio_dvh,cochera_cerrada,nivel_pileta,es_renovada,en_complejo,ambientes_extra,ratio_dormitorio_ambiente,cantidad_plantas,precio_m2
270000.0,1051.0,4.0,3,2,1.0,0,1.0,137.0,0.0,1,standard,0,1,1,0,13.035204567078972,0,Estándar/No Especifica,Casa,Golf,914.0,0,0.6666666666666666,7.671532846715328,0,0,0,0,1,0,0,0,1.0,0.75,1,1970.802919708029
420000.0,950.0,5.0,4,2,2.0,0,0.0,139.0,0.0,1,standard,0,0,0,1,14.63157894736842,0,Estándar/No Especifica,Casa,Alamos/Pioneros,811.0,1,0.5,6.83453237410072,0,0,0,1,1,0,0,0,1.0,0.8,2,3021.5827338129498
210000.0,566.0,5.0,4,3,1.0,0,0.0,232.0,0.0,1,excelente,0,0,1,0,40.98939929328622,0,Estándar/No Especifica,Casa,Pinamar Centro,334.0,0,0.75,2.439655172413793,0,0,0,0,1,0,0,1,1.0,0.8,1,905.1724137931035
235000.0,260.0,3.0,2,2,1.0,0,0.0,93.0,0.0,1,standard,0,0,0,1,35.76923076923077,0,Estándar/No Especifica,Casa,Pinamar Norte,167.0,0,1.0,2.795698924731183,1,1,0,0,0,1,0,1,1.0,0.6666666666666666,2,2526.8817204301076
430000.0,792.0,5.0,3,3,2.0,0,0.0,131.0,0.0,1,standard,0,0,0,0,16.54040404040404,0,Estándar/No Especifica,Casa,Pinamar Norte,661.0,0,1.0,6.0458015267175576,0,0,0,0,0,0,0,0,2.0,0.6,2,3282.442748091603
665000.0,262.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,0,1,50.76335877862596,0,Estándar/No Especifica,Casa,Alamos/Pioneros,129.0,1,1.0,1.9699248120300752,0,0,0,0,0,1,0,0,1.0,0.8,2,5000.0
239000.0,585.0,5.0,4,3,1.0,0,0.0,230.0,0.0,0,standard,0,0,0,0,39.31623931623932,1,Estándar/No Especifica,Loft,Alamos/Pioneros,355.0,0,0.75,2.5434782608695654,0,0,0,0,1,0,0,0,1.0,0.8,2,1039.1304347826087
320000.0,719.0,5.0,4,3,0.0,0,0.0,109.0,0.0,1,standard,0,0,0,1,15.159944367176632,0,Clásica/Antigua,Casa,Pinamar Norte,610.0,0,0.75,6.5963302752293576,0,0,0,0,0,0,0,0,1.0,0.8,2,2935.7798165137615
315000.0,700.0,7.0,4,4,1.0,0,0.0,200.0,0.0,0,standard,0,0,0,0,28.57142857142857,0,Estándar/No Especifica,Casa,Alamos/Pioneros,500.0,0,1.0,3.5,0,0,0,0,0,0,0,0,3.0,0.5714285714285714,2,1575.0
295000.0,723.0,6.0,5,4,3.0,0,0.0,183.0,0.0,1,standard,0,0,0,0,25.311203319502074,0,Estándar/No Especifica,Casa,Pinamar Centro,540.0,0,0.8,3.950819672131148,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,1612.0218579234972
240000.0,800.0,4.0,3,3,1.0,0,0.0,113.0,0.0,0,standard,0,0,1,1,14.124999999999998,0,Estándar/No Especifica,Casa,Pinamar General,687.0,1,1.0,7.079646017699115,0,0,1,1,1,0,0,0,1.0,0.75,2,2123.8938053097345
330000.0,304.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,1,0,43.75,0,Estándar/No Especifica,Casa,Pinamar General,171.0,0,1.0,2.2857142857142856,0,0,0,1,0,0,0,0,1.0,0.8,1,2481.2030075187968
399999.0,1490.0,5.0,4,4,1.0,0,1.0,163.0,0.0,1,standard,0,0,0,0,10.939597315436242,0,Moderna/Nueva,Casa,La Herradura,1327.0,0,1.0,9.141104294478527,1,1,0,0,0,1,0,0,1.0,0.8,2,2453.9815950920247
990000.0,1542.0,5.0,4,5,4.0,0,1.0,223.0,0.0,1,standard,0,0,0,0,14.461738002594036,0,Estándar/No Especifica,Casa,La Herradura,1319.0,0,1.25,6.914798206278027,0,0,0,0,0,0,0,0,1.0,0.8,2,4439.461883408072
475000.0,1321.0,5.0,4,3,2.0,0,0.0,145.0,0.0,1,standard,0,0,0,0,10.976532929598788,0,Estándar/No Especifica,Casa,La Herradura,1176.0,0,0.75,9.110344827586207,1,0,0,0,0,1,0,0,1.0,0.8,1,3275.862068965517
470000.0,840.0,5.0,4,3,4.0,0,0.0,181.0,0.0,1,standard,0,0,0,0,21.547619047619047,0,Estándar/No Especifica,Casa,Alamos/Pioneros,659.0,0,0.75,4.640883977900552,1,0,0,0,0,0,0,0,1.0,0.8,2,2596.685082872928
310000.0,860.0,5.0,4,3,0.0,0,0.0,109.0,0.0,0,standard,0,0,1,1,12.674418604651164,0,Estándar/No Especifica,Casa,Pinamar Norte,751.0,0,0.75,7.889908256880734,0,0,0,0,0,0,0,0,1.0,0.8,1,2844.0366972477063
550000.0,1007.0,5.0,4,3,2.0,0,0.0,145.0,0.0,1,nuevo,0,0,0,0,14.399205561072492,0,Moderna/Nueva,Casa,Pinamar Norte,862.0,0,0.75,6.944827586206896,0,1,0,0,0,1,0,0,1.0,0.8,2,3793.103448275862
268000.0,241.0,4.0,3,2,0.0,0,0.0,114.0,0.0,1,standard,0,1,1,1,47.30290456431535,0,Estándar/No Especifica,Casa,Pinamar Norte,127.0,1,0.6666666666666666,2.1140350877192984,0,0,0,1,0,1,0,1,1.0,0.75,2,2350.877192982456
480000.0,1230.0,4.0,3,4,1.0,0,0.0,119.0,0.0,1,standard,0,0,0,0,9.67479674796748,0,Estándar/No Especifica,Casa,La Herradura,1111.0,0,1.3333333333333333,10.336134453781511,0,0,0,1,0,0,0,0,1.0,0.75,1,4033.6134453781515
550000.0,1007.0,5.0,4,3,2.0,0,0.0,145.0,0.0,1,standard,0,0,0,0,14.399205561072492,0,Moderna/Nueva,Casa,Pinamar Norte,862.0,0,0.75,6.944827586206896,0,1,0,0,0,1,0,0,1.0,0.8,2,3793.103448275862
295000.0,723.0,7.0,5,5,2.0,0,0.0,171.0,0.0,0,excelente,1,0,0,0,23.65145228215767,0,Estándar/No Especifica,Casa,Pinamar Centro,552.0,0,1.0,4.228070175438597,0,0,1,0,0,0,0,0,2.0,0.7142857142857143,1,1725.1461988304093
340000.0,1065.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,nuevo,0,1,0,1,10.610328638497652,0,Moderna/Nueva,Casa,Pinamar Norte,952.0,1,1.0,9.424778761061948,0,1,0,1,1,0,0,0,1.0,0.75,1,3008.849557522124
155000.0,521.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,standard,0,0,0,0,20.537428023032632,0,Estándar/No Especifica,Casa,Pinamar Norte,414.0,0,0.6666666666666666,4.869158878504673,0,0,0,0,0,0,0,0,1.0,0.75,1,1448.5981308411215
298000.0,860.0,7.0,5,3,1.0,0,0.0,141.0,0.0,0,standard,0,0,1,1,16.395348837209305,0,Estándar/No Especifica,Casa,Pinamar General,719.0,0,0.6,6.099290780141844,0,0,0,1,1,0,0,0,2.0,0.7142857142857143,2,2113.4751773049647
430000.0,866.0,5.0,4,4,2.0,0,0.0,151.0,0.0,1,standard,0,0,0,0,17.4364896073903,0,Estándar/No Especifica,Casa,Pinamar Norte,715.0,0,1.0,5.735099337748345,0,0,0,0,0,0,0,0,1.0,0.8,2,2847.682119205298
329000.0,1670.0,4.0,3,4,2.0,0,1.0,167.0,0.0,1,standard,0,0,0,0,10.0,0,Estándar/No Especifica,Casa,Pinamar Centro,1503.0,0,1.3333333333333333,10.0,0,0,0,0,0,0,0,0,1.0,0.75,1,1970.059880239521
235000.0,825.0,8.0,7,5,1.0,0,0.0,235.0,0.0,0,standard,0,0,0,0,28.484848484848484,0,Estándar/No Especifica,Casa,Golf,590.0,0,0.7142857142857143,3.5106382978723403,0,0,0,0,0,0,0,0,1.0,0.875,1,1000.0
230000.0,242.0,4.0,3,4,1.0,0,0.0,119.0,0.0,1,standard,0,0,1,0,49.17355371900827,0,Estándar/No Especifica,Casa,Pinamar General,123.0,0,1.3333333333333333,2.033613445378151,0,0,0,0,0,0,0,0,1.0,0.75,2,1932.7731092436975
240000.0,232.0,3.0,2,2,1.0,0,0.0,87.0,0.0,1,standard,0,1,0,1,37.5,0,Estándar/No Especifica,Casa,Pinamar Norte,145.0,1,1.0,2.6666666666666665,0,0,0,1,0,1,0,1,1.0,0.6666666666666666,2,2758.6206896551726
690000.0,733.0,6.0,5,4,1.0,0,0.0,210.0,0.0,1,standard,0,0,1,1,28.6493860845839,0,Estándar/No Especifica,Casa,Alamos/Pioneros,523.0,0,0.8,3.4904761904761905,0,0,0,0,0,1,0,0,1.0,0.8333333333333334,2,3285.714285714286
220000.0,620.0,5.0,3,3,1.0,0,0.0,113.0,0.0,0,standard,0,0,1,0,18.225806451612904,0,Estándar/No Especifica,Casa,Pinamar Norte,507.0,0,1.0,5.486725663716814,0,0,0,0,0,0,0,0,2.0,0.6,2,1946.9026548672566
270000.0,714.0,4.0,3,3,1.0,0,1.0,143.0,0.0,1,excelente,0,0,0,0,20.028011204481793,0,Clásica/Antigua,Casa,Pinamar Centro,571.0,0,1.0,4.993006993006993,0,0,0,0,0,1,0,0,1.0,0.75,1,1888.1118881118882
399000.0,1022.0,6.0,4,4,1.0,0,0.0,133.0,0.0,0,remodelado,0,0,1,1,13.013698630136986,0,Estándar/No Especifica,Casa,Cariló,889.0,0,1.0,7.684210526315789,0,0,0,0,0,2,1,0,2.0,0.6666666666666666,2,3000.0
350000.0,698.0,5.0,4,3,2.0,0,0.0,145.0,0.0,0,standard,0,0,1,1,20.773638968481375,0,Estándar/No Especifica,Casa,Pinamar General,553.0,1,0.75,4.813793103448276,0,0,1,1,0,2,0,0,1.0,0.8,3,2413.793103448276
560000.0,1035.0,5.0,4,2,1.0,0,0.0,121.0,23.0,1,standard,0,0,0,1,11.690821256038648,0,Moderna/Nueva,Casa,Pinamar Norte,914.0,1,0.5,8.553719008264462,0,1,0,1,0,1,0,0,1.0,0.8,1,4628.099173553719
295000.0,971.0,5.0,4,3,0.0,0,0.0,109.0,0.0,0,standard,0,0,1,1,11.225540679711637,0,Estándar/No Especifica,Casa,Pinamar Norte,862.0,0,0.75,8.908256880733944,0,0,0,0,0,2,0,0,1.0,0.8,1,2706.422018348624
340000.0,1096.0,4.0,3,2,1.0,0,0.0,107.0,0.0,0,standard,0,0,1,1,9.762773722627738,0,Estándar/No Especifica,Casa,Alamos/Pioneros,989.0,1,0.6666666666666666,10.242990654205608,0,0,0,1,0,0,0,0,1.0,0.75,1,3177.570093457944
195000.0,820.0,5.0,4,2,1.0,0,0.0,121.0,0.0,1,standard,0,0,1,0,14.75609756097561,0,Estándar/No Especifica,Casa,Pinamar Centro,699.0,0,0.5,6.776859504132231,0,0,0,0,0,0,0,0,1.0,0.8,2,1611.5702479338843
350000.0,749.0,4.0,3,3,4.0,0,1.0,197.0,0.0,1,standard,0,0,0,1,26.301735647530037,0,Estándar/No Especifica,Casa,Alamos/Pioneros,552.0,1,1.0,3.802030456852792,0,0,0,1,0,1,0,0,1.0,0.75,1,1776.6497461928934
195000.0,631.0,4.0,3,2,0.0,0,0.0,150.0,631.0,0,standard,0,0,0,0,23.771790808240887,0,Estándar/No Especifica,Casa,Pinamar General,481.0,0,0.6666666666666666,4.206666666666667,0,0,0,0,0,1,0,0,1.0,0.75,2,1300.0
198000.0,1200.0,4.0,3,2,0.0,0,1.0,185.0,0.0,0,standard,0,0,0,0,15.416666666666668,0,Estándar/No Especifica,Casa,Pinamar General,1015.0,0,0.6666666666666666,6.486486486486487,0,0,0,0,0,0,0,0,1.0,0.75,1,1070.2702702702702
450000.0,1000.0,4.0,3,3,1.0,0,0.0,113.0,0.0,0,standard,0,0,0,1,11.3,0,Estándar/No Especifica,Casa,Alamos/Pioneros,887.0,0,1.0,8.849557522123893,0,0,0,0,0,0,0,0,1.0,0.75,2,3982.3008849557523
290000.0,1045.0,4.0,3,2,1.0,0,0.0,250.0,0.0,0,standard,0,0,0,0,23.923444976076556,0,Estándar/No Especifica,Casa,Pinamar Norte,795.0,0,0.6666666666666666,4.18,0,0,0,0,0,0,0,0,1.0,0.75,1,1160.0
470000.0,1117.0,6.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,0,0,11.906893464637422,0,Estándar/No Especifica,Casa,Pinamar Norte,984.0,1,1.0,8.398496240601503,1,0,0,0,0,2,0,0,2.0,0.6666666666666666,2,3533.8345864661655
265000.0,780.0,3.0,2,3,1.0,0,0.0,99.0,0.0,1,standard,0,0,1,0,12.692307692307692,0,Estándar/No Especifica,Casa,Pinamar Norte,681.0,0,1.5,7.878787878787879,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,1,2676.7676767676767
350000.0,694.0,5.0,3,2,1.0,0,0.0,107.0,0.0,0,standard,0,1,1,1,15.417867435158502,0,Estándar/No Especifica,Casa,Pinamar Centro,587.0,1,0.6666666666666666,6.485981308411215,0,0,0,1,1,1,0,0,2.0,0.6,3,3271.0280373831774
420000.0,700.0,4.0,3,2,1.0,0,0.0,107.0,0.0,0,standard,0,0,0,1,15.285714285714286,0,Estándar/No Especifica,Casa,Alamos/Pioneros,593.0,1,0.6666666666666666,6.542056074766355,0,0,0,1,0,1,0,0,1.0,0.75,2,3925.233644859813
580000.0,988.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,0,0,13.461538461538462,0,Estándar/No Especifica,Casa,Golf,855.0,0,1.0,7.428571428571429,0,0,0,0,0,1,0,0,1.0,0.8,2,4360.902255639097
